company,stock_name,fye,qtr,qrd,date_announced,cipr,pipr,ccpr,pcpr,cippl,pippl,ccppl,pcppl,cipplt,pipplt,ccpplt,pcpplt,ref
MULPHA INTERNATIONAL BERHAD,"MULPHA  
 ",31/12/2014,2,30/6/2014,28 Aug 2014  ,179000,202992,304733,332465,"-4,199","-82,429","-22,166","-93,294","24,450","-83,528","3,271","-82,895",2448071
MAH SING GROUP BERHAD,"MAHSING  
 ",31/12/2014,2,30/6/2014,29 Aug 2014  ,705019,475749,1347218,898892,"113,475","96,222","225,032","188,239","84,652","69,984","168,553","139,401",2448084
TITIJAYA LAND BERHAD,"TITIJYA  
 ",30/6/2014,4,30/6/2014,27 Aug 2014  ,82815,0,283848,0,"25,762",0,"96,443",0,"20,056",0,"71,295",0,2448090
PLENITUDE BERHAD,"PLENITU  
 ",30/6/2014,4,30/6/2014,28 Aug 2014  ,85662,118915,309887,208547,"18,612","62,862","116,917","102,202","11,955","50,835","87,646","77,792",2448100
YOONG ONN CORPORATION BERHAD,"YOCB  
 ",30/6/2014,4,30/6/2014,27 Aug 2014  ,53537,40601,197882,178607,"2,425","5,495","27,211","27,680","1,987","4,109","20,047","20,453",2448104
OCK GROUP BERHAD,"OCK  
 ",31/12/2014,2,30/6/2014,28 Aug 2014  ,43430,33317,80034,63690,"4,590","4,147","9,115","7,385","3,399","3,109","6,832","5,537",2448107
PJ DEVELOPMENT HOLDINGS BERHAD,"PJDEV  
 ",30/6/2014,4,30/6/2014,28 Aug 2014  ,464000,234428,1169502,826985,"171,047","28,301","266,566","80,200","138,366","20,796","214,221","60,606",2448125
NEGRI SEMBILAN OIL PALMS BERHAD,"NSOP  
 ",31/12/2014,2,30/6/2014,28 Aug 2014  ,25870,16236,46811,33039,"3,730","1,718","7,112","4,800","3,204","1,428","5,743","3,824",2448128
BERJAYA MEDIA BERHAD,"BJMEDIA  
 ",30/4/2015,1,31/7/2014,18 Sept 2014  ,15702,14603,15702,14603,"1,254","1,068","1,254","1,068","1,234","1,055","1,234","1,055",2448131
SUPERLON HOLDINGS BERHAD,"SUPERLN  
 ",30/4/2015,1,31/7/2014,18 Sept 2014  ,17208,15877,17208,15877,"1,535","2,830","1,535","2,830","1,120","1,863","1,120","1,863",2448133
V.S. INDUSTRY BERHAD,"VS  
 ",31/7/2014,4,31/7/2014,30 Sept 2014  ,534453,359780,1715082,1163911,"21,252","38,809","41,993","49,447","34,329","32,898","46,622","39,967",2448135
PJBUMI BERHAD,"PJBUMI  
 ",31/12/2014,2,30/6/2014,29 Aug 2014  ,4186,3668,8681,6743,-191,"5,801",215,"6,180","1,247","5,730","1,290","5,890",2448136
REACH ENERGY BERHAD,"REACH  
 ",31/7/2014,4,31/7/2014,30 Sept 2014  ,264,4,331,4,"-25,705","-2,169","-28,184","-2,169","-25,822","-2,169","-28,301","-2,169",2448137
TECHNODEX BHD,"TDEX  
 ",30/4/2015,1,31/7/2014,26 Sept 2014  ,3732,3224,3732,3224,118,-617,118,-617,88,-617,88,-617,2448140
BERJAYA CORPORATION BERHAD,"BJCORP  
 ",30/4/2015,1,31/7/2014,29 Sept 2014  ,2485030,2019596,2485030,2019596,"200,300","261,042","200,300","261,042","93,632","158,871","93,632","158,871",2448144
POH HUAT RESOURCES HOLDINGS BERHAD,"POHUAT  
 ",31/10/2014,3,31/7/2014,10 Sept 2014  ,89119,90906,269057,256636,"4,372","2,599","14,910","9,466","3,764","1,295","12,529","6,255",2448153
AT SYSTEMATIZATION BERHAD,"AT  
 ",28/2/2015,2,31/8/2014,29 Oct 2014  ,6837,5256,13158,11049,675,71,"1,509",-301,499,21,"1,098",-456,2448166
CLIQ ENERGY BERHAD,"CLIQ  
 ",31/3/2015,2,30/9/2014,10 Nov 2014  ,0,0,0,0,"-6,064","-4,016","-6,064","-4,016","-6,631","-4,680","-6,631","-4,680",2448167
DEGEM BERHAD,"DEGEM  
 ",31/12/2014,3,30/9/2014,7 Nov 2014  ,57432,54504,158397,167369,"5,865","5,537","18,901","14,145","3,879","3,765","13,427","10,015",2448172
SUBUR TIASA HOLDINGS BERHAD,"SUBUR  
 ",31/7/2014,4,31/7/2014,30 Sept 2014  ,244319,175809,887174,768844,"15,442","9,938","50,975","20,086","11,279","8,818","38,721","16,092",2448175
TENAGA NASIONAL BHD,"TENAGA  
 ",31/8/2014,4,31/8/2014,31 Oct 2014  ,11723400,9502900,42792400,37130700,"2,309,800","228,500","7,114,700","5,925,100","1,322,000","916,900","6,426,800","5,382,800",2448177
P.I.E. INDUSTRIAL BERHAD,"PIE  
 ",31/12/2014,3,30/9/2014,14 Nov 2014  ,131428,116394,404022,306316,"10,532","13,315","32,435","33,559","8,286","10,483","25,306","25,569",2448180
SIN HENG CHAN (MALAYA) BERHAD,"SHCHAN  
 ",31/12/2014,3,30/9/2014,14 Nov 2014  ,4919,4843,14870,11773,-652,"-1,119","-2,663","-4,528",-598,"-1,048","-2,500","-4,315",2448184
OSK VENTURES INTERNATIONAL BERHAD,"OSKVI  
 ",31/12/2014,3,30/9/2014,4 Nov 2014  ,32863,6419,76413,29942,"11,548","27,979","7,138","27,963","9,709","27,525","4,392","26,481",2448185
TOWER REAL ESTATE INVESTMENT TRUST,"TWRREIT  
 ",31/12/2014,3,30/9/2014,4 Nov 2014  ,10078,13339,33993,40466,"4,273","8,434","16,482","24,832","4,273","8,434","16,482","24,832",2448187
IGB REAL ESTATE INVESTMENT TRUST,"IGBREIT  
 ",31/12/2014,3,30/9/2014,29 Oct 2014  ,112553,107981,342169,316411,"145,132","53,826","261,378","153,863","145,132","53,826","261,378","153,863",2448192
PDZ HOLDINGS BHD,"PDZ  
 ",30/6/2015,1,30/9/2014,18 Nov 2014  ,37878,43602,37878,43602,"-1,124","1,402","-1,124","1,402","-1,384","1,111","-1,384","1,111",2448198
CN ASIA CORPORATION BHD,"CNASIA  
 ",31/12/2014,3,30/9/2014,19 Nov 2014  ,4032,6148,12625,13626,-331,"1,213","-4,041","-1,729",-331,"1,213","-4,041","-1,729",2448214
OPCOM HOLDINGS BERHAD,"OPCOM  
 ",31/3/2015,2,30/9/2014,26 Nov 2014  ,18186,10888,36978,26337,"1,056",462,"1,336",863,794,428,"1,000",618,2448222
TIMBERWELL BERHAD,"TIMWELL  
 ",31/12/2014,3,30/9/2014,26 Nov 2014  ,9667,6110,17183,11103,-541,-659,76,"-2,483",-541,-659,76,"-2,483",2448230
IPMUDA BERHAD,"IPMUDA  
 ",31/12/2014,3,30/9/2014,25 Nov 2014  ,142140,145899,478685,459139,"2,907","1,291","10,449","3,784","1,919",342,"7,432","1,376",2448233
KPJ HEALTHCARE BERHAD,"KPJ  
 ",31/12/2014,3,30/9/2014,25 Nov 2014  ,657078,565183,1922643,1697932,"51,417","28,587","147,090","101,741","36,041","21,396","103,910","76,333",2448235
LEADER STEEL HOLDINGS BERHAD,"LSTEEL  
 ",31/12/2014,3,30/9/2014,26 Nov 2014  ,50572,90576,182929,211660,"-3,556","-2,135","-3,956","2,928","-3,160","-2,302","-3,561","2,761",2448241
CSC STEEL HOLDINGS BERHAD,"CSCSTEL  
 ",31/12/2014,3,30/9/2014,21 Nov 2014  ,254366,257459,786960,858620,"-3,124","3,803","-14,792","37,113","-3,123","2,936","-12,254","27,986",2448249
COUNTRY HEIGHTS HOLDINGS BHD,"CHHB  
 ",31/12/2014,3,30/9/2014,20 Nov 2014  ,47292,49285,188186,186443,-762,"1,118","33,580","29,678","-5,066","1,044","20,213","20,861",2448267
DAMANSARA REALTY BHD,"DBHD  
 ",31/12/2014,3,30/9/2014,21 Nov 2014  ,45286,46893,137145,136491,"-1,953","-1,692","-4,048","12,138","-2,218","-2,222","-4,962","10,814",2448271
FAR EAST HOLDINGS BERHAD,"FAREAST  
 ",31/12/2014,3,30/9/2014,20 Nov 2014  ,109155,116959,326289,301691,"45,241","37,400","103,737","67,531","38,157","29,551","84,347","53,588",2448272
FSBM HOLDINGS BERHAD,"FSBM  
 ",31/12/2014,3,30/9/2014,24 Nov 2014  ,67,344,824,1517,-686,"-1,421","-2,780","-3,733",-686,"-1,421","-2,780","-3,732",2448283
CHUAN HUAT RESOURCES BHD,"CHUAN  
 ",31/12/2014,3,30/9/2014,21 Nov 2014  ,167648,154708,526904,514134,"1,277","1,169","6,261","11,133",834,703,"22,801","8,341",2448290
P.A. RESOURCES BERHAD,"PA  
 ",31/3/2015,2,30/9/2014,21 Nov 2014  ,31913,30510,68263,58529,33,382,769,"1,254",33,382,769,"1,254",2448292
SCANWOLF CORPORATION BERHAD,"SCNWOLF  
 ",31/3/2015,2,30/9/2014,27 Nov 2014  ,14594,10235,26342,20787,92,-958,-769,-787,-145,-972,"-1,097",-920,2448297
CAB CAKARAN CORPORATION BERHAD,"CAB  
 ",30/9/2014,4,30/9/2014,27 Nov 2014  ,179207,170525,672412,609000,"11,123","13,746","19,056","15,622","7,226","11,386","11,620","13,532",2448299
SALCON BERHAD,"SALCON  
 ",31/12/2014,3,30/9/2014,20 Nov 2014  ,20842,27477,94538,78668,"-3,029","-5,776","-5,928","-10,144","-2,903","8,393","23,284","24,531",2448307
PRINSIPTEK CORPORATION BERHAD,"PSIPTEK  
 ",31/12/2014,3,30/9/2014,27 Nov 2014  ,62697,85937,248138,289021,"1,541","2,015","6,805","5,968","1,375","1,560","5,257","4,261",2448315
YLI HOLDINGS BERHAD,"YLI  
 ",31/3/2015,2,30/9/2014,27 Nov 2014  ,30371,37276,50780,76903,359,806,-750,"1,964",247,575,-743,"1,541",2448343
PW CONSOLIDATED BHD,"PW  
 ",31/12/2014,3,30/9/2014,28 Nov 2014  ,73350,73568,215473,188381,"5,930","1,999","14,920","6,702","3,749","1,628","10,545","4,676",2448350
GLOBAL CARRIERS BERHAD,"GLOBALC  
 ",31/12/2014,3,30/9/2014,28 Nov 2014  ,7964,10648,25341,20393,"-4,950","-8,429","-182,917","-20,341","-4,950","-8,429","-182,930","-20,341",2448354
IRIS CORPORATION BERHAD,"IRIS  
 ",31/3/2015,2,30/9/2014,28 Nov 2014  ,157487,131357,284764,265271,"7,675","9,608","5,620","18,568","4,328","6,540",928,"12,765",2448359
SMTRACK BERHAD,"SMTRACK  
 ",30/9/2014,4,30/9/2014,28 Nov 2014  ,1518,711,2381,1158,"-1,280","-11,753","-6,755","-17,135","-1,280","-11,753","-6,755","-17,135",2448360
STONE MASTER CORPORATION BERHAD,"STONE  
 ",30/9/2014,4,30/9/2014,28 Nov 2014  ,19664,18187,80932,67051,"-1,743","-1,916","-2,443","-4,266","-2,012","-1,990","-3,112","-4,492",2448364
OSK HOLDINGS BERHAD,"OSK  
 ",31/12/2014,3,30/9/2014,28 Nov 2014  ,14430,14390,44314,44727,"57,020","58,790","158,452","144,478","55,142","56,489","149,973","136,685",2448374
CENTURY LOGISTICS HOLDINGS BERHAD,"CENTURY  
 ",31/12/2014,2,30/6/2014,14 Aug 2014  ,71045,56458,140112,111059,"8,342","3,929","16,799","9,456","4,821","2,142","11,184","5,975",2448382
CHIN WELL HOLDINGS BERHAD,"CHINWEL  
 ",30/6/2014,4,30/6/2014,21 Aug 2014  ,128387,121044,485341,461889,"19,821","11,325","50,625","32,594","17,082","9,573","41,646","26,754",2448391
SAUDEE GROUP BERHAD,"SAUDEE  
 ",31/5/2014,4,31/5/2014,1 Aug 2014  ,36638,38750,149111,145552,-103,13,"1,023",832,182,-225,750,322,2448401
AIRASIA X BERHAD,"AAX  
 ",31/12/2014,2,30/6/2014,19 Aug 2014  ,671612,491136,1421091,1026413,"-132,374","-58,410","-180,501","-23,645","-128,785","-32,303","-140,066","17,894",2448409
TALIWORKS CORPORATION BERHAD,"TALIWRK  
 ",31/12/2014,2,30/6/2014,5 Aug 2014  ,81800,78700,157403,143337,"17,799","13,770","30,197","23,502","12,659","9,721","20,090","15,985",2448414
HEVEABOARD BERHAD,"HEVEA  
 ",31/12/2014,2,30/6/2014,26 Aug 2014  ,106903,94515,211591,198091,"8,966","4,575","16,754","8,033","8,501","4,113","15,743","7,188",2448418
CENSOF HOLDINGS BERHAD,"CENSOF  
 ",31/3/2015,1,30/6/2014,22 Aug 2014  ,31524,14206,31524,0,"6,716",767,"6,716",0,"5,015",737,"5,015",0,2448420
MALAYAN FLOUR MILLS BERHAD,"MFLOUR  
 ",31/12/2014,2,30/6/2014,22 Aug 2014  ,563803,545160,1143182,1066418,"18,863","13,558","49,657","32,204","15,397","11,183","42,319","25,236",2448422
UZMA BERHAD,"UZMA  
 ",31/12/2014,2,30/6/2014,26 Aug 2014  ,106574,97860,204292,186757,"12,074","11,945","24,376","24,126","9,895","9,523","19,395","18,862",2448423
ICON OFFSHORE BERHAD,"ICON  
 ",31/12/2014,2,30/6/2014,25 Aug 2014  ,81971,90663,162037,155963,"8,413","17,255","28,111","21,304","7,979","1,988","27,479","5,105",2448436
LII HEN INDUSTRIES BHD.,"LIIHEN  
 ",31/12/2014,2,30/6/2014,25 Aug 2014  ,97857,69691,193204,152676,"8,724","3,682","19,518","11,900","6,452","2,599","14,707","8,856",2448445
METRONIC GLOBAL BERHAD,"MTRONIC  
 ",31/12/2014,2,30/6/2014,21 Aug 2014  ,7358,7750,15377,18705,196,"5,558",436,"4,494",196,"5,454",436,"4,390",2448453
IJM CORPORATION BERHAD,"IJM  
 ",31/3/2015,1,30/6/2014,26 Aug 2014  ,1373038,1401829,1373038,1401829,"258,636","256,767","258,636","256,767","185,430","201,813","185,430","201,813",2448476
KUB MALAYSIA BERHAD,"KUB  
 ",31/12/2014,2,30/6/2014,26 Aug 2014  ,167369,243671,346065,463485,"4,064","4,113","7,110","6,182","2,835","2,044","4,114","2,148",2448478
SCC HOLDINGS BERHAD,"SCC  
 ",31/12/2014,2,30/6/2014,26 Aug 2014  ,11070,8866,19989,18881,"2,021","1,127","3,270","2,722","1,517",833,"2,424","2,005",2448480
MLABS SYSTEMS BERHAD,"MLAB  
 ",31/12/2014,2,30/6/2014,29 Aug 2014  ,516,167,956,452,-295,-172,-393,-301,-295,-172,-393,-301,2448490
MAGNI-TECH INDUSTRIES BERHAD,"MAGNI  
 ",30/4/2015,1,31/7/2014,12 Sept 2014  ,177240,150995,177240,150995,"13,449","12,194","13,449","12,194","10,084","9,140","10,084","9,140",2448494
SOUTH MALAYSIA INDUSTRIES BERHAD,"SMI  
 ",31/12/2014,2,30/6/2014,29 Aug 2014  ,16633,28790,30251,46694,"-2,312","-1,748","-5,994","-4,366","-2,342","-1,869","-6,049","-4,575",2448497
VTI VINTAGE BERHAD,"VINTAGE  
 ",31/12/2014,2,30/6/2014,27 Aug 2014  ,2306,5251,4099,6865,"-2,087",-166,"-3,747","-1,446","-2,087",-166,"-3,747","-1,446",2448521
KUMPULAN EUROPLUS BERHAD,"KEURO  
 ",31/3/2015,1,30/6/2014,28 Aug 2014  ,2618,0,2618,0,"41,005",0,"41,005",0,"39,499",0,"39,499",0,2448529
UNIMECH GROUP BERHAD,"UNIMECH  
 ",31/12/2014,2,30/6/2014,28 Aug 2014  ,68019,56022,122430,107619,"12,718","9,799","18,992","17,423","9,354","7,113","13,932","12,635",2448538
LTKM BERHAD,"LTKM  
 ",31/3/2015,1,30/6/2014,28 Aug 2014  ,45248,43540,45248,43540,"9,887","8,289","9,887","8,289","7,132","6,060","7,132","6,060",2448555
CAB CAKARAN CORPORATION BERHAD,"CAB  
 ",30/9/2014,3,30/6/2014,28 Aug 2014  ,170366,150586,493205,438475,533,"3,556","7,933","1,876",-137,"2,692","4,394","2,146",2448557
MALAYSIAN PACIFIC INDUSTRIES BERHAD,"MPI  
 ",30/6/2014,4,30/6/2014,27 Aug 2014  ,321870,326243,1291840,1226284,"11,828","14,083","64,817","21,053","9,685","13,525","53,645","14,321",2448562
ECM LIBRA FINANCIAL GROUP BERHAD,"ECM  
 ",31/1/2015,2,31/7/2014,18 Sept 2014  ,5639,5259,11667,14570,"2,580","3,244","5,496","8,984","2,085","2,946","4,643","7,708",2448564
BARAKAH OFFSHORE PETROLEUM BERHAD,"BARAKAH  
 ",31/12/2014,2,30/6/2014,29 Aug 2014  ,159707,57716,326894,211785,"16,785","7,150","34,482","35,894","12,338","5,366","25,685","30,434",2448565
M3 TECHNOLOGIES (ASIA) BERHAD,"M3TECH  
 ",30/6/2014,4,30/6/2014,29 Aug 2014  ,8394,10959,39099,50276,"-9,625","-7,836","-14,638","-6,250","-9,829","-7,791","-15,273","-7,456",2448567
ASTINO BERHAD,"ASTINO  
 ",31/7/2014,4,31/7/2014,30 Sept 2014  ,126187,123071,490132,511833,"11,127","6,497","39,948","38,903","7,941","5,900","28,999","31,614",2448568
HIAP TECK VENTURE BERHAD,"HIAPTEK  
 ",31/7/2014,4,31/7/2014,26 Sept 2014  ,284172,273939,1110490,1107318,"8,870","15,652","49,851","34,228","10,651","12,368","45,565","24,292",2448575
YEN GLOBAL BERHAD,"YEN  
 ",31/7/2014,4,31/7/2014,29 Sept 2014  ,13194,15422,36998,45504,"-6,206",456,"-10,250","1,520","-6,288",-134,"-10,384",888,2448577
SUIWAH CORPORATION BERHAD,"SUIWAH  
 ",31/5/2015,1,31/8/2014,17 Oct 2014  ,98124,92119,98124,92119,"3,320","4,862","3,320","4,862","2,282","3,367","2,282","3,367",2448594
BURSA MALAYSIA BERHAD,"BURSA  
 ",31/12/2014,3,30/9/2014,20 Oct 2014  ,128958,120280,375276,361067,"73,618","64,456","202,346","197,280","54,655","47,663","149,462","144,443",2448596
ATRIUM REAL ESTATE INVESTMENT TRUST,"ATRIUM  
 ",31/12/2014,3,30/9/2014,28 Oct 2014  ,4114,4119,12512,12362,"2,712","2,708","8,209","8,159","2,712","2,708","8,209","8,159",2448597
QUALITY CONCRETE HOLDINGS BERHAD,"QUALITY  
 ",31/1/2015,2,31/7/2014,29 Sept 2014  ,42671,41357,81298,77704,-475,"-1,438","-3,550","-3,080",-499,"-1,624","-3,584","-3,347",2448602
KOMARKCORP BERHAD,"KOMARK  
 ",30/4/2015,1,31/7/2014,29 Sept 2014  ,33106,33478,33106,33478,-573,611,-573,611,"-1,010",411,"-1,010",411,2448604
COMINTEL CORPORATION BHD,"COMCORP  
 ",31/1/2015,2,31/7/2014,30 Sept 2014  ,67213,74017,140558,143787,"-2,057","-4,500","-3,090","-8,483","-2,082","-4,540","-3,133","-8,563",2448608
MHC PLANTATIONS BHD.,"MHC  
 ",31/12/2014,3,30/9/2014,30 Oct 2014  ,76859,73104,240105,184846,"3,945","6,647","24,696","13,478","3,001","4,482","18,641","9,564",2448610
MALAYSIAN PACIFIC INDUSTRIES BERHAD,"MPI  
 ",30/6/2015,1,30/9/2014,12 Nov 2014  ,327720,330622,327720,330622,"26,758","23,798","26,758","23,798","21,599","21,254","21,599","21,254",2448629
BHS INDUSTRIES BERHAD,"BHS  
 ",30/6/2015,1,30/9/2014,18 Nov 2014  ,13280,17143,13280,17143,"4,213","3,844","4,213","3,844","3,870","2,869","3,870","2,869",2448633
TATT GIAP GROUP BERHAD,"TATGIAP  
 ",31/12/2014,3,30/9/2014,18 Nov 2014  ,56701,59155,193614,175581,139,"-6,171","-1,479","-17,138",311,"-5,725","-1,415","-17,108",2448639
MALAYSIAN RESOURCES CORPORATION BERHAD,"MRCB  
 ",31/12/2014,3,30/9/2014,18 Nov 2014  ,497262,159728,1027596,607493,"41,316","-139,736","203,987","-121,541","33,412","-140,684","176,635","-128,968",2448643
BENALEC HOLDINGS BERHAD,"BENALEC  
 ",30/6/2015,1,30/9/2014,18 Nov 2014  ,47930,14403,47930,14403,"18,691","-4,931","18,691","-4,931","12,025","-4,661","12,025","-4,661",2448645
CHEETAH HOLDINGS BERHAD,"CHEETAH  
 ",30/6/2015,1,30/9/2014,19 Nov 2014  ,36320,35699,36320,35699,"2,139","3,938","2,139","3,938","1,600","2,968","1,600","2,968",2448669
INNITY CORPORATION BERHAD,"INNITY  
 ",31/12/2014,3,30/9/2014,19 Nov 2014  ,10082,13044,33452,35092,32,405,271,661,14,403,176,518,2448673
ASIAN PAC HOLDINGS BERHAD,"ASIAPAC  
 ",31/3/2015,2,30/9/2014,25 Nov 2014  ,51136,85938,112912,122018,"2,997","12,479","10,689","17,609",638,"9,058","4,605","12,059",2448682
IVORY PROPERTIES GROUP BERHAD,"IVORY  
 ",31/3/2015,2,30/9/2014,21 Nov 2014  ,50988,75293,167169,225809,"2,012","2,951","17,329","10,068",142,"1,539","13,839","5,745",2448683
PELANGI PUBLISHING GROUP BHD.,"PPG  
 ",30/9/2014,4,30/9/2014,25 Nov 2014  ,4775,2551,64409,66421,"-2,907","-3,754","8,773","9,077","-2,832","-2,569","5,143","6,591",2448686
REXIT BERHAD,"REXIT  
 ",30/6/2015,1,30/9/2014,24 Nov 2014  ,3545,2873,3545,2873,793,"1,018",793,"1,018",791,"1,015",791,"1,015",2448691
GROMUTUAL BERHAD,"GMUTUAL  
 ",31/12/2014,3,30/9/2014,24 Nov 2014  ,23367,45446,60919,114974,"8,549","15,201","17,684","32,502","6,148","11,386","12,674","24,021",2448693
SUPER ENTERPRISE HOLDINGS BERHAD,"SUPER  
 ",31/3/2015,2,30/9/2014,25 Nov 2014  ,35898,31827,68554,62966,"3,353","2,009","5,777","4,953","2,255","1,407","3,848","3,484",2448694
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,"INCKEN  
 ",31/12/2014,3,30/9/2014,24 Nov 2014  ,5734,4729,22394,11374,"2,893","-17,285","-1,631","-15,189","2,580","-17,584","-2,046","-15,597",2448697
BIMB HOLDINGS BERHAD,"BIMB  
 ",31/12/2014,3,30/9/2014,25 Nov 2014  ,744485,696026,2205977,2080320,"194,464","196,693","595,533","598,723","139,104","142,762","423,502","424,441",2448701
BIO OSMO BERHAD,"BIOOSMO  
 ",31/12/2014,3,30/9/2014,21 Nov 2014  ,497,1029,1532,7101,"-1,429",479,"-6,232",459,"-1,429",479,"-6,232",460,2448729
JIANKUN INTERNATIONAL BERHAD,"JIANKUN  
 ",31/12/2014,3,30/9/2014,21 Nov 2014  ,1107,1973,3126,5463,-173,-679,"-1,644",-863,-173,-679,"-1,644",-863,2448734
GREEN PACKET BERHAD,"GPACKET  
 ",30/6/2015,1,30/9/2014,24 Nov 2014  ,89170,0,89170,0,"152,066",0,"152,066",0,"98,161",0,"98,161",0,2448738
YONG TAI BERHAD,"YONGTAI  
 ",30/6/2015,1,30/9/2014,24 Nov 2014  ,25763,13105,25763,13105,"2,773",-297,"2,773",-297,"2,258",-429,"2,258",-429,2448740
PRIVASIA TECHNOLOGY BERHAD,"PRIVA  
 ",31/12/2014,3,30/9/2014,25 Nov 2014  ,17864,13954,45322,43340,"1,723","2,049","5,147","7,007","1,023",751,"3,166","3,890",2448743
MULTI SPORTS HOLDINGS LTD,"MSPORTS  
 ",31/12/2014,3,30/9/2014,27 Nov 2014  ,99778,94251,281640,269896,"10,932","3,397","35,903","34,313","7,750","-1,879","27,103","19,662",2448746
KLUANG RUBBER COMPANY (MALAYA) BERHAD,"KLUANG  
 ",30/6/2015,1,30/9/2014,27 Nov 2014  ,5245,6062,5245,6062,"5,687","6,716","5,687","6,716","5,350","6,268","5,350","6,268",2448758
HCK CAPITAL GROUP BERHAD,"HCK  
 ",31/12/2014,3,30/9/2014,20 Nov 2014  ,16531,8879,51060,27878,"2,578","-1,542","8,664","-3,408","2,441","-1,543","7,097","-3,576",2448771
THE STORE CORPORATION BERHAD,"TSTORE  
 ",30/9/2014,4,30/9/2014,27 Nov 2014  ,485164,529992,1767891,1889137,"9,277","7,319","38,289","35,018","4,428","4,821","20,905","20,774",2448774
LEE SWEE KIAT GROUP BERHAD,"LEESK  
 ",31/12/2014,3,30/9/2014,27 Nov 2014  ,18186,15164,52851,45649,"1,214",526,"2,347","1,258","1,064",426,"2,197","1,158",2448775
RAPID SYNERGY BERHAD,"RAPID  
 ",31/12/2014,3,30/9/2014,27 Nov 2014  ,5940,6161,20706,17130,"8,044",-513,"16,883","1,082","7,927","4,387","15,852","2,591",2448776
ACME HOLDINGS BERHAD,"ACME  
 ",31/3/2015,2,30/9/2014,28 Nov 2014  ,12460,0,20587,0,"1,888",0,"2,760",0,"1,192",0,"1,629",0,2448784
TITIJAYA LAND BERHAD,"TITIJYA  
 ",30/6/2015,1,30/9/2014,28 Nov 2014  ,87729,66730,87729,66730,"31,039","24,086","31,039","24,086","22,992","17,216","22,992","17,216",2448785
LONDON BISCUITS BERHAD,"LONBISC  
 ",30/6/2015,1,30/9/2014,28 Nov 2014  ,87639,73220,87639,73220,"6,445","5,581","6,445","5,581","5,808","5,044","5,808","5,044",2448787
SOUTHERN ACIDS (M) BERHAD,"SAB  
 ",31/3/2015,2,30/9/2014,28 Nov 2014  ,148580,128992,299749,259109,"5,819","16,148","18,124","29,606","4,664","11,674","14,216","21,655",2448799
WEIDA (M) BHD,"WEIDA  
 ",31/3/2015,2,30/9/2014,28 Nov 2014  ,71146,71286,140346,159317,"3,336","1,298","9,430","15,848","2,500",-512,"6,850","10,213",2448809
SYF RESOURCES BERHAD,"SYF  
 ",31/7/2015,1,31/10/2014,9 Dec 2014  ,60039,62094,60039,62094,"5,528","4,837","5,528","4,837","5,152","4,635","5,152","4,635",2469861
KIM LOONG RESOURCES BERHAD,"KMLOONG  
 ",31/1/2015,3,31/10/2014,31 Dec 2014  ,179408,163724,593673,443065,"23,254","23,578","97,114","64,162","16,551","18,362","72,449","48,738",2469863
ANALABS RESOURCES BERHAD,"ANALABS  
 ",30/4/2015,2,31/10/2014,23 Dec 2014  ,31187,35195,68676,72509,"1,811","3,227","4,707","8,355","1,361","2,445","3,712","7,161",2469864
FLONIC HI-TEC BHD,"FLONIC  
 ",31/1/2015,3,31/10/2014,15 Dec 2014  ,3768,11794,12029,24536,-969,"2,962","-2,159","4,117",-929,"2,031","-2,069","3,016",2469867
TECK GUAN PERDANA BERHAD,"TECGUAN  
 ",31/1/2015,3,31/10/2014,18 Dec 2014  ,63838,45876,191757,139991,"-5,724","3,211","-2,707","6,840","-5,157","1,822","-3,251","5,236",2469871
DATASONIC GROUP BERHAD,"DSONIC  
 ",31/3/2015,2,30/9/2014,1 Dec 2014  ,53487,0,176879,0,"11,149",0,"52,850",0,"9,389",0,"49,521",0,2469904
CRESCENDO CORPORATION BERHAD,"CRESNDO  
 ",31/1/2015,3,31/10/2014,30 Dec 2014  ,72598,78010,193293,235712,"26,763","59,296","108,465","120,588","19,992","48,387","89,614","94,246",2469914
